"created_at","url","full_text","user_id_str"
"Wed Feb 28 10:58:57 +0000 2018","https://twitter.com/KT0GO/status/968802697578098688","Oh no! K-To-Go accidentally took her to North Korea! 🇰🇵 Don’t worry she made it safe to Korean spa ✨

Where do you think K-To-Go will take her next? Tweet us your answers with the hashstags #KTOGOAdventure #ATasteOfKoreaInEveryBite  

#UPTCxMCHS  #KTOGOatUPTC https://t.co/rdbjvq5mZD","898525349973065728"
"Wed Feb 28 08:14:50 +0000 2018","https://twitter.com/anuahsa/status/968761398024200192","A day after yameen boasted that he’s the capitain of the ship, it appears that his ship is with North Koreans 😱🤦‍♀️","300134714"
"Wed Feb 28 07:51:29 +0000 2018","https://twitter.com/MohamedNasheed/status/968755520357261312","It’s concerning, but unsurprising, to learn Prez Yameen is again breaking UN sanctions, this time with North Korea. He’s getting Maldives flagged ships to transfer cargo to North Korean ships on the high seas. In 1990s, Prez Yameen did the same with Burmese junta.","558739638"
"Wed Feb 28 13:45:41 +0000 2018","https://twitter.com/JenniferAishath/status/968844660117417984","Re - SHIP with 🇲🇻 flag found near a North Korean ship breaking UN Sanctions-
The vessel is one of the properties mortgaged at BML for a loan amount of US$4.5 million. The vessel and Adheel Jaleel’s house. 
The debtor is Green Box, which is the main company of Col. Ziyad.","488196438"
"Wed Feb 28 01:33:54 +0000 2018","https://twitter.com/BCStevens77/status/968660501180936193","Ted Lieu on Chris Hayes: it's not just why did Jared Kuskner get a security clearance other than nepotism but why does Ivanka have clearance and why was she in South Korea talking about sensitive North Korean issues?","1541086118"
"Wed Feb 28 15:32:05 +0000 2018","https://twitter.com/maadhadu/status/968871435589439488","Japan publishes further evidence of North Korean ship-to-ship activity https://t.co/PlfjeEOjQO","501475698"
"Wed Feb 28 13:49:51 +0000 2018","https://twitter.com/mvhiyani/status/968845706319429632","Regarding this ship with Maldive flag found near a North Korean ship breaking UN Sanctions. The vessel is one of the properties mortgaged at BML for a loan amount of US$4M. The vessel and Adheel Jaleel’s house. 
The debtor is Green Box, which is the main company of Col. Ziyad.","566890939"
"Wed Feb 28 15:25:26 +0000 2018","https://twitter.com/ChathamHouse/status/968869762863390720","'The Russian economy is the size of the economy of New York state.
The North Korean economy is the size of Jacksonville, Florida.' 
And yet, they are both major global powers - military power works, says @pete_apps https://t.co/mQyylaTjjx","38630618"
"Wed Feb 28 23:58:59 +0000 2018","https://twitter.com/NewsHour/status/968998999733583872","""We are very much worried about American unilateral military action on North Korea because North Korea is most likely to retaliate against South Korea,"" Moon Chung-in, a senior foreign policy adviser to South Korean President Moon Jae-in, tells @JudyWoodruff. https://t.co/nNnFUKY5vP","14437914"
"Wed Feb 28 16:26:00 +0000 2018","https://twitter.com/Reuters/status/968885002820665344","WATCH: North Korean leader Kim Jong Un and his late father Kim Jong Il used fraudulent Brazilian passports https://t.co/aD9KoLzY6D via @ReutersTV https://t.co/CJZxjMi9WQ","1652541"
"Wed Feb 28 00:25:52 +0000 2018","https://twitter.com/jungle_l0ve/status/968643377469186048","When people ask me if I’m north korean https://t.co/0fNoAuATii","311157281"
"Wed Feb 28 13:38:48 +0000 2018","https://twitter.com/AhmedAshwan/status/968842927949541382","Regarding this ship with Maldive flag found near a North Korean ship breaking UN Sanctions.The vessel is one of the properties mortgaged at BML for a loan amount of US$4.5 million.The vessel and Adheel Jaleel’s house.The debtor is Green Box,which is the main company of Col.Ziyad.","865483471"
"Wed Feb 28 14:00:09 +0000 2018","https://twitter.com/awaawardsuk/status/968848300823674881","Have a look at our #AWA2018 Shortlist featuring some truly incredible women including a Powerlifting Champion, a Royal Correspondent, a Lecturer in International Journalism, a North Korean women's rights advocate and a DJ  #Diversity https://t.co/7M75bTcZul https://t.co/E9LS8T3g6N","3017443438"
"Wed Feb 28 19:10:04 +0000 2018","https://twitter.com/Dikshitsdoshi/status/968926291582955520","When BJP wins a municipality election, North Korean channels go over the board.
Today none of them even discussed &amp; showed @INCIndia win in 2 Assembly elections.
Well, cheers to everyone at @INCIndia @INCMP ! https://t.co/FYDk8fUJGK","308001764"
"Wed Feb 28 05:29:14 +0000 2018","https://twitter.com/thayyib/status/968719724317200385","Breaking: Suspicion of illegal ship-to-ship transfers of goods by Chon Ma San, North Korean-flagged tanker, and Xin Yuan 18, Maldivian-flagged tanker via Japan MOFA

https://t.co/9dIvUUrAxT","76799892"
"Wed Feb 28 19:27:28 +0000 2018","https://twitter.com/nautymatox/status/968930672520777728","SHIP with 🇲🇻 flag found near a North Korean ship breaking UN Sanctions-
The vessel is one of the properties mortgaged at BML for a loan amount of US$4.5 million. The vessel and Adheel Jaleel’s house. 
The debtor is Green Box, which is the main company of Col. Ziyad. https://t.co/qDzJRdjyro","274390780"
"Wed Feb 28 05:47:10 +0000 2018","https://twitter.com/tholalmohamed/status/968724233764425729","Suspicion of illegal ship-to-ship transfers of goods by Chon Ma San, North Korean-flagged tanker, and Xin Yuan 18, .. https://t.co/khwXQVLxuF","541071649"
"Wed Feb 28 13:38:15 +0000 2018","https://twitter.com/HassanShiyaan/status/968842788681932800","Regarding this ship with Maldive flag found near a North Korean ship breaking UN Sanctions.The vessel is one of the properties mortgaged at BML for a loan amount of US$4.5 million.The vessel and Adheel Jaleel’s house.The debtor is Green Box, which is the main company of Col.Ziyad","919241466"
"Wed Feb 28 05:35:51 +0000 2018","https://twitter.com/Phairoosch/status/968721386071035904","Suspicion of illegal ship-to-ship transfers of goods by Chon Ma San, North Korean-flagged tanker, and Xin Yuan 18, Maldivian-flagged tanker https://t.co/QfO3rtOptZ","4852790357"
